"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"1" -0.960600228352913 1.81638747441182 -2.53177700244488 -3.01897132796598 -2.27879170640308 2.93949463315478 -1.08520499317896 -0.896200790957721 -1.86816824785027 -0.949429296179711 0.915203446409403 -5.18766863486932 -1.567600898011 -3.22621274242422 4.59632906087275 -0.40098511309158 4.27565372615156 -6.27941279483649 -0.642839161820671 -0.670536336473981 2.71398749930664 -2.16390231033842 0.516869062191793 -1.1508744786467 1.72795937413226 -4.14441294509517 -5.59265380166378 0.374183439271066 -5.24868785360231 2.01471192703051 3.08570515684233 4.06860376179591 -5.50819716146672 -5.68827972236959 3.03824569860342 -3.0706451217792 -0.289294763976583 -2.71386389018303 4.13024827465813 -1.57344700825726 -0.109074514162325 -6.21350770815418 -1.93623711084128 -0.772053371096655 -7.63863336597231 4.13334057294522 -1.30711681655317 3.06947396627172 1.2596070054341 -0.697119476640333
"2" -2.12146305323763 -0.307834936052711 -2.10554089748266 -3.98115604507932 -3.75012712118245 2.01430945244111 -2.2837001002952 -0.0931155753014944 -1.84606178638077 -0.280115411086698 1.75868887483408 -3.30618974913053 -1.80396915903565 -3.65684415896881 2.54600486517641 0.562003412321786 3.68745637611443 -6.45756265476552 -0.417786016126805 -1.6621413595434 3.94279444909988 -4.99917960582354 -2.36399808994552 1.7255402115137 1.88764699393916 -1.7532507101291 -7.09531739697898 1.8020213491081 -7.84220411041584 1.03174555344305 4.29792097385235 3.26886722781984 -5.65138264971368 -5.95670213076376 1.09921509558158 -1.44677353497879 -0.846701813208073 -3.32365107660348 4.15849780710712 -2.42886093930267 0.497540661765554 -5.839802869259 -2.56442671116498 0.0136994602412276 -9.89140705620952 3.47843865975371 -1.05585029956134 6.236215982936 1.20793262755902 -4.28048869777523
"3" 0.619916060117431 3.52745083874168 4.38389378761289 4.21609671739435 2.32775648183388 0.510201940442238 0.879693179753873 -1.81260807142575 -0.979951383722909 4.18681850204238 0.343547497395675 -1.94889322869653 4.29552003788911 -0.531740262015737 6.04304754862543 0.164888092767991 0.264172211366161 0.171508602217246 0.826920264357432 -2.77989288757457 0.776711029603808 2.92239201721616 0.678428721162351 -1.12793678842959 -2.38942299662093 1.78310330672046 0.724949416575122 -0.0852207699884417 3.13123092678571 1.09134284084963 -1.19474560561574 3.92400248802043 1.72780053321826 -6.1302499896347 0.468128424591681 -6.16210819454255 2.08704711966263 -1.49042381126941 2.01686364853024 0.0168984620111181 -2.32664990394804 -1.4183814992493 -2.97740408328849 -3.14451973656298 0.843411669143801 1.0219957733173 -2.54586202452392 -3.96893681367558 2.36519002844256 5.50859730056647
"4" -0.177399124736512 4.75479931780449 4.23043546500002 6.33741847525511 4.02575360449601 -2.72030068518767 -1.60991426387025 -0.785995228722022 -0.368360599375339 1.76918515222081 -2.14932737015287 -1.38688143492033 4.7835458894097 0.465116916371702 7.68171030767266 0.409619219586562 -0.966094191099641 0.0948440515108209 1.1797408475573 -1.50549307656341 0.494401049410725 2.77303939373686 -0.855420800149039 -2.00011739765862 -3.34562648624751 0.364778217693089 -0.233299675097248 -1.72173400716569 2.36019308405168 2.42165584736408 0.99618190244498 4.08178828054706 1.53021117883927 -5.2568902002868 -0.697413822179838 -7.59656154613325 1.52986867759766 -1.81294422644151 2.97697014973101 0.449819498206165 -2.97057215291429 0.236567775656279 -3.78980765901436 -3.90551188753748 1.84414971463653 -0.0267369460656703 -4.5539919056918 -2.81648480324006 1.38378753811975 3.66009471807806
"5" -0.938797773136082 4.77868060592192 4.55175482141178 5.78465947248363 4.26043352609911 -2.03450105233347 -2.06919745546057 -1.22462977864832 -0.977956613499164 1.92720041148738 -1.98339676799175 -1.49328484528729 4.20321479392872 -0.0918659130537799 7.88107178979309 0.961221384391411 -1.21512990625295 0.371730484691779 1.31507257950676 -2.18399045596853 0.361640452637562 2.58630255697365 -0.125683939215431 -2.26696071738484 -2.56081964933035 0.379148922784739 -0.769127088011917 -2.47710895873478 2.26778252208254 2.2467961797215 1.62862187815621 3.75174831490675 1.40543395554135 -4.53868550906382 -0.420837958388512 -7.88495902579366 0.555437262460383 -1.32015331699666 4.05490736847739 0.333317268745183 -3.13586934155844 0.478597610645936 -3.50926498519352 -3.8337781357815 0.83869380363227 -0.494408610494213 -5.13560355123297 -2.90064715826458 1.81575194656994 4.43261814696118
"6" -2.3502895619538 1.7606832803825 -1.10781824510533 -0.429115425251881 1.03173613737306 4.584906075732 -1.29494311114723 0.401529339533403 1.13946353126326 1.88482933319656 -3.08188945404734 6.64965395446057 -3.98207907020007 -3.29256887819751 2.24331806642106 1.76485392838399 -2.69745920742261 2.00538084971988 -2.2473167098508 5.60771763027081 0.777347774887779 -3.11022528595328 -4.93418930649808 -2.93538446834519 -1.14286074602797 2.50829239427152 3.2056627773954 -3.63969531976921 1.38005621579573 -4.12019806018408 6.43498440584204 0.543628680473389 1.63528533951935 2.51820181885093 -4.0103669581419 4.14522404503519 -4.08151424201229 1.56606308409008 -1.37292657513245 1.04441363390916 4.42111138352321 2.00068504582446 5.1691465445062 -2.88097315140854 1.33156286340532 -5.04177127766369 1.82994677194381 1.49303576148743 -5.03717988020841 -2.07593624517785
"7" -0.679053949217116 0.780369531129576 -0.753844737704999 -1.79967230401102 -2.04039158858773 1.84005479773778 -1.15597793231614 -1.3839150204521 -1.56752494830906 1.02305168889525 1.43442443355485 -3.94273661034617 0.0156022078785861 -0.255019194597101 1.64503962119558 0.392127716899097 4.99533348338879 -5.71411311351024 -1.64361614244857 0.0771147095513754 4.4325667638114 -2.33398685100051 -1.51511956324291 -1.30909884928413 2.1823450153144 -4.56805169950418 -5.29303893592743 1.4128199523234 -5.13053434829299 0.758538250398666 2.48376546915772 1.64941281081812 -4.18348636426444 -4.42945397240835 2.52415161721207 -0.934456292278234 -3.13176945824989 -3.36545092231711 2.14155350640689 -2.07394414717025 1.05365283883607 -7.86887461073176 -1.03232652121703 1.01118991658551 -8.66611734893706 3.44162790042546 -2.98600770662569 5.88314294389926 1.37522877584911 0.21013659840085
"8" -2.24135531173286 -3.48407512716878 -3.82249246997272 -0.495097663930827 -7.12916983306254 2.45634431216821 8.43237393481274 0.249524632357614 2.13159304972925 -1.8351569256844 -6.56726543961421 -1.12577107215829 -2.18032741563466 0.0584079603916981 2.02138887810201 -3.48437948255524 -0.449473855034876 4.79803749348257 -1.46423569345475 3.55894835517609 -4.11953082131534 0.880023056192174 3.74903969064908 1.1197762043409 4.25327798836068 -0.168646852969722 -2.72219064081584 1.75033777745296 0.501729618439179 -1.67916494332573 -0.692270727295337 -1.76239823008643 5.13324217890728 -0.158085203860514 0.78373128534143 0.329264488769005 0.568119981960059 -4.10515432454613 1.65044156008672 -0.543817180591726 -2.56015462409494 2.20769659462191 -1.37110246248862 -5.3507996136613 -1.55279191918813 0.639972942583366 3.65762158548816 1.27233412586599 2.18758549158721 0.814452358036466
"9" -2.65022487051269 0.912695511842379 -0.80303289517475 -0.127634805583438 0.771995107758359 4.70057916552174 -0.639334367046001 3.07065685681149 1.93380546857213 1.50979691176322 -2.86699934698939 4.99621216735653 -2.4165688222031 -2.7068899589214 0.418261563564511 -0.0908815311274991 -0.437728660696754 1.17931703660609 -3.41971071742253 5.43968036598705 -0.237085900025425 -2.72158988613204 -5.12050346731428 -3.2182270533901 -1.61625019493222 3.37936894291039 1.09797882319946 -4.69549523517501 2.16070061407013 -3.35744106787486 3.6786633681643 -2.59109765413327 1.56833096090159 3.86041955664472 -3.60403253158599 2.06542217372674 -4.60143193825342 2.1088912821276 -2.47359638611515 1.56011064731936 3.04159951903049 3.25314889089668 6.60576880605024 -3.79377763906868 -0.749727913474146 -2.9424566696648 1.42143264422442 -0.893797819648232 -6.48725136644434 -2.35361030777817
"10" -0.86920101095824 0.231203214830355 0.143953880246082 -1.54937660829657 -2.0300204156348 1.36328086280615 -1.73019509324903 -1.55245891196109 -1.47613397099399 0.513727665424177 1.47749095859119 -4.04384881294368 -0.695372746253165 -0.460371016907591 2.27143865296193 -0.211998633508396 5.02986417586857 -5.24116643708213 -1.4564167052783 -0.668175443960049 4.85064805199478 -2.00412108068887 -1.90630208733512 -0.859714657097261 2.18702450561216 -4.3319636912775 -5.23303123292335 0.981777431060155 -4.48881174060592 0.560909622216332 3.2179304658921 1.54363739543713 -4.28467018061906 -4.16894696724252 2.97880300748283 -1.36577658834307 -2.62938510703276 -3.41529055500936 2.7452352290059 -1.29425846238311 0.909215529286303 -6.98904426566562 -1.20680275680715 1.11611444075383 -8.53724915264236 3.38130871936554 -3.60806087674225 5.39800879275041 0.879309359417426 0.526539634268584
